text,label
09702000984227 breathing,Ses01F_script01_3_F010
09807001055800 i love you annie i love you,Ses01F_script01_3_M008
09895251017250 laughter,Ses01F_script01_3_F011
10650921149575 i dont really have any imagination thats all i know how to say,Ses01F_script01_3_M009
10892251140700 laughter,Ses01F_script01_3_F012
11528781265450 am i embarrassing you are you  see i didnt want to do it here with this yard on this porch  i wanted it to be somewhere new some place fresh for both of us,Ses01F_script01_3_M010
11700001188000 no no,Ses01F_script01_3_F013
12668001372162 you feel uncomfortable here you feel that its wrong here somehow  i justi donti didnt wanti didnt want to take you away from anything,Ses01F_script01_3_M011
13728901422065 chris ive been ready a long long time,Ses01F_script01_3_F014
14291001473790 and hes gone forever  are you sure,Ses01F_script01_3_M012
14698001505845 i almost got married two years ago,Ses01F_script01_3_F015
15103001535714 why didnt you,Ses01F_script01_3_M013
15338751563762 you started to write me,Ses01F_script01_3_F016
15630331595400 you felt something that far back,Ses01F_script01_3_M014
15906001612300 every day since,Ses01F_script01_3_F017
16070001636600 why didnt you let me know,Ses01F_script01_3_M015
16280001696600 i was waiting for you chris  you sure can be ambiguous you know  and when you did finally write me,Ses01F_script01_3_F018
17172001736000 give me a,Ses01F_script01_3_M016
17367001757325 give me a kiss,Ses01F_script01_3_M017
18026001863491 god  i kissed you annie,Ses01F_script01_3_M018
16969001724600 beating around the bush,Ses01F_script01_3_F019
,F:[LAUGHTER]
18620901936800 i will never forgive you  all id done was sit around wondering if i was crazy waiting so long wondering if you were thinking about me,Ses01F_script01_3_F020
19110251967400 oh annie we are going to live now  i am going to make you so happy,Ses01F_script01_3_M019
19614001988950 not like that youre not,Ses01F_script01_3_F021
19910002014000 i kissed you,Ses01F_script01_3_M020
20092002062900 like larrys brother  do it like you chris,Ses01F_script01_3_F022
21258132156700 chris what is it,Ses01F_script01_3_F023
21648002200400 hey lets drive some place  huh  lets get out of here,Ses01F_script01_3_M021
21854002229675 no what is it  is it your mother,Ses01F_script01_3_F024
22268002255000 no its nothing like that its,Ses01F_script01_3_M022
22504002329798 then what  chris  even in your letters there was something ashamed,Ses01F_script01_3_F025
23272482403000 yeah  i suppose i have been but its going from me,Ses01F_script01_3_M023
24062002436500 youve got to tell me,Ses01F_script01_3_F026
24383002475200 i dont even know how to start,Ses01F_script01_3_M024
24748002506200 it wouldnt work like this,Ses01F_script01_3_F027
25150002597300 its just all mixed up with so many other things you know  you know overseas i was in command of a company,Ses01F_script01_3_M025
25913002616600 yeah sure,Ses01F_script01_3_F028
26175002649617 well i lost them,Ses01F_script01_3_M026
26631002685425 how many,Ses01F_script01_3_F029
26856002707875 pretty much all,Ses01F_script01_3_M027
27066002732600 aw geez,Ses01F_script01_3_F030
27244002835024 you cant just toss off a thing like that because they werent just men you know,Ses01F_script01_3_M028
28373003045800 like for instance there was this one time it had been raining for several days and this kid he just came up to me and he gave me his last pair of dry socks  he just put them in my pocket  thats a little thing you know but thats what kind of guys i had,Ses01F_script01_3_M029
30477513199900 they didnt die they killed themselves for each other  i mean that exactly  just a little more selfish and they would all be here today,Ses01F_script01_3_M030
32090003444800 and i had this idea as i was watching them go down  everything was being destroyed you know but this one thing was being made  it was kind of a monument its kind of responsibility man for man,Ses01F_script01_3_M031
34418003457400 mmhmm,Ses01F_script01_3_F031
34590003592200 to bring that on to the earth again you know is like some kind of monument and i thought i would just make a difference to them,Ses01F_script01_3_M032
36025173783500 but then i came home and it was incredible you know  the whole thing was just kind of this random bus accident  you know i went back to the rat race again i went to work,Ses01F_script01_3_M033
37847003836500 driving my new car and seeing a new refrigerator,Ses01F_script01_3_M034
38452004006480 i meanyou cant take those things out of a war when you drive that car and you see that new refrigerator you have to know that it came out of the love that a man can have for another man,Ses01F_script01_3_M035
40191004125900 and i didnt want any of it i guess that included you,Ses01F_script01_3_M036
41580114198444 do you still feel that way,Ses01F_script01_3_F032
41944374225035 i just want you to know annie,Ses01F_script01_3_M037
42246704324477 because you mustnt feel that way  everything you have youve earned  everything  you understand me,Ses01F_script01_3_F033
43255704504700 even me  and your money  chris theres nothing wrong in your money  your father put hundreds of planes into the air you should be proud of that  a man should be paid for that,Ses01F_script01_3_F034
45104004602800 annie annie  i am going to make a fortune for you,Ses01F_script01_3_M038
45957004630600 what would i do with a fortune,Ses01F_script01_3_F035
00181510090350 what time is it  i think its supposed to run around midnight right  god this is great isnt it carla  look at this night we got here huh,Ses01F_script02_1_M000
00909250156200 actually i want to get a little further up the coast get away from all like the lights and the people but  how are you doing,Ses01F_script02_1_M001
01514000172100 fine,Ses01F_script02_1_F000
01696000200000 okay  is that is that,Ses01F_script02_1_M002
02005000266500 no  thats just foam  i dont know  i cant tell,Ses01F_script02_1_M003
02591000274125 breathing,Ses01F_script02_1_F001
02713000357987 i dont know probably if you cant tell though its probably not them right  its probably going to be like this unmistakable thing right,Ses01F_script02_1_M004
mumbles something,F:
03589900394800 oh no  you know what i forgot,Ses01F_script02_1_M005
03899000400500 what,Ses01F_script02_1_F002
03950000454500 my flashlight  god how could i be so stupid  i cant believe i forgot my flashlight,Ses01F_script02_1_M006
04506000470300 what flashlight,Ses01F_script02_1_F003
04642000499500 the flashlight the silver one  theres only one isnt there,Ses01F_script02_1_M007
04922000514000 thats not your flashlight,Ses01F_script02_1_F004
05085000524000 whose is it,Ses01F_script02_1_M008
05187000542300 its ours its my flashlight too,Ses01F_script02_1_F005
05376000554800 ohwell yeah of course,Ses01F_script02_1_M009
05472000576900 you keep saying my flashlight like its just yours,Ses01F_script02_1_F006
05729000584200 no,Ses01F_script02_1_M010
05775000595700 hows that supposed to make me feel,Ses01F_script02_1_F007
05888000656016 of course our flashlight  whats yours is mine  me flashlight es su flashlight,Ses01F_script02_1_M011
06572700730100 naturally  god how could we not think to bring it  i hope the moon stays out though,Ses01F_script02_1_M012
07315270771400 do they always run during a full moon  i dont remember  was it full last year,Ses01F_script02_1_M013
07627000776400 yeah,Ses01F_script02_1_F008
07719000876779 huh  are you cold  do you want my jacket  no  you know we should have brought the blanket  our blanket,Ses01F_script02_1_M014
08782500945265 aw  do you know i should have brought a six pack too  a six pack that would be just the ticket right about now  huh,Ses01F_script02_1_M015
09464001004000 god im so excited im like a kid  i cant believe i got out of the house with my fly zipped up,Ses01F_script02_1_M016
uh oh,M:
10172001035025 laughter,Ses01F_script02_1_F009
10425001112300 i wonder if they can hear me talk or like feel the vibrations in the sand when we move around,Ses01F_script02_1_M017
11077001126900 im cold,Ses01F_script02_1_F010
11219001143500 do you want my jacket,Ses01F_script02_1_M018
11379001159800 its after eleven lets go,Ses01F_script02_1_F011
11587531219194 what  we just got here  whats the point of coming all the way down here if we just turn around and go home,Ses01F_script02_1_M019
12165001232300 there is no point,Ses01F_script02_1_F012
12270001245900 right,Ses01F_script02_1_M020
12405001260400 thats my point,Ses01F_script02_1_F013
12575001279600 wait thats my point too,Ses01F_script02_1_M021
12744001293900 well then lets go,Ses01F_script02_1_F014
12880001377400 no no  okay  thats not my point  my point is there is no point in coming down here if we just turn around and go home  dont you want to see it,Ses01F_script02_1_M022
13729001396146 not particularly,Ses01F_script02_1_F015
13911001410400 why not,Ses01F_script02_1_M023
14050001430700 i just dont  its stupid,Ses01F_script02_1_F016
14278001556400 honey this is like a natural phenomenon i mean people in kansas would have to get plane reservations and get hotel rooms to see this  its just forty minutes away for us its too good to pass up,Ses01F_script02_1_M024
15490001639900 pass what up  i mean these fish swim out of the ocean they flop around on the beach they swim away and then they die,Ses01F_script02_1_F017
16319001762823 yeah  but thisthis moment on the beach is like the highlight of their little lives  all that flopping around is laying eggs or what to do  spawning or mating or whatever,Ses01F_script02_1_M025
17639751815500 this is a big night for these little guys  its like lifes last orgy,Ses01F_script02_1_M026
18067691894500 i dont see why youre so excited this isnt a freaking moon landing we are talking about  its fish  its a fish nobody even eats,Ses01F_script02_1_F018
18888001904700 yeah they do,Ses01F_script02_1_M027
18993001915900 oh augie,Ses01F_script02_1_F019
19113002019700 okay well whatever  but its a fish who do something no other fish do  its like those swallows returning to capistrano or like those lemmings that throw themselves off the cliffs,Ses01F_script02_1_M028
20202502094025 theres like mystery here theres magic  its like a little bit of the unexplainable  i just cant see how youre not interested,Ses01F_script02_1_M029
20838002102000 im just not,Ses01F_script02_1_F020
20963002111150 for real,Ses01F_script02_1_M030
21064002119200 yeah,Ses01F_script02_1_F021
21155002185600 god i dont get it  you know the first time we came here you said it was the best night of your life,Ses01F_script02_1_M031
21861252252700 and last year i remember distinctly you said you were so excited to get here that you dont remember you stubbed your toe until we were in the car,Ses01F_script02_1_M032
22458002370050 last time youll also remember we got our shoes wet i got sand in my panties you got a sore throat and we got into a big fight and we did not see the grunions,Ses01F_script02_1_F022
23650002387700 ahhwe werent in a good spot,Ses01F_script02_1_M033
23814002407300 hmm  we didnt see them the year before either,Ses01F_script02_1_F023
24017002457100 we just werent in a good spot  im telling you this is a much better spot  i have instincts for these things,Ses01F_script02_1_M034
mumbles oh yeah,F:
24579002531140 look there see  whats that  no thats  thats just seaweed,Ses01F_script02_1_M035
25317002614425 god this is great  think about this  i know you are not interested but just think about this,Ses01F_script02_1_M036
26156752766283 right now out there there is this mass of silver fish and its heading this way  no one sent them an invitation no one told them no one even gave them a map,Ses01F_script02_1_M037
27677752914000 just all at once they turned and they formed this line as long as the california coast  and some instinctual little firecracker went off in their bodies and they all just turned as one and started swimming,Ses01F_script02_1_M038
29147002981386 they are swimming right now  they are swimming as if that is the only thing that matters to them,Ses01F_script02_1_M039
29824523056600 its single mindedness with no mind  it is urgency that is just pure urge,Ses01F_script02_1_M040
30598503160900 and they are swimming right now to this very point where we stand for this huge celebration of sex and death,Ses01F_script02_1_M041
31615273217375 oh look  im giving myself goose bumps my hairs are standing up on my arm,Ses01F_script02_1_M042
32121003238200 thats the wind,Ses01F_script02_1_F024
32415003270891 so what do you think,Ses01F_script02_1_M043
32656003290300 about what,Ses01F_script02_1_F025
32824003319283 about all of that about all i was talking about,Ses01F_script02_1_M044
00317000062675 look at this all of the hairs are standing up on my arm,Ses01F_script02_2_M000
00583000083081 thats the wind,Ses01F_script02_2_F000
00778000102200 well so what do you think,Ses01F_script02_2_M001
00958000114525 about what,Ses01F_script02_2_F001
01099000134131 about what i was saying,Ses01F_script02_2_M002
01327970170500 i think its ridiculous,Ses01F_script02_2_F002
01641000222600 it certainly is not  its slightly exaggerated scientific fact,Ses01F_script02_2_M003
02183000297100 its pr somebody sold you a bunch of crap that there is this wonderful thing that is going to happen tonight on the beach,Ses01F_script02_2_F003
02894000316600 not just me look at all of these people,Ses01F_script02_2_M004
03121000434739 everybodys told the same story  it keeps us coming back for more it keeps us excited  we keep thinking that life is going start at any minute if we can just find the right spot get in on the action,Ses01F_script02_2_F004
04278350459825 are we talking about the same thing here,Ses01F_script02_2_M005
04542000490894 im sorry its just fish to me,Ses01F_script02_2_F005
04920000560900 carla can i ask you something  now dont take this the wrong way but are you on your period,Ses01F_script02_2_M006
05567000619600 dont ask me that  i hate it when you ask me that you always ask me that  its insulting,Ses01F_script02_2_F006
06128000635700 well then whats bugging you,Ses01F_script02_2_M007
06315000688600 we just have different ideas of what this night is supposed to look like,Ses01F_script02_2_F007
06834000778800 there is nothing to it we come down here the fish arrive they flop around they do their fish thing  we go ooh ah look at the fish and we go home,Ses01F_script02_2_M008
07566000816545 for god grow up augie  the fish are not going to arrive,Ses01F_script02_2_F008
08115000827975 why not,Ses01F_script02_2_M009
08234000865400 because they never do  have theyhave they ever,Ses01F_script02_2_F009
08615000884300 weve missed them twice,Ses01F_script02_2_M010
08771000913205 twice is every time we have tried thats ever,Ses01F_script02_2_F010
09150460948877 theyll show up this time,Ses01F_script02_2_M011
09453250988125 no they wont  its like waiting for santa claus,Ses01F_script02_2_F011
09884501116500 i feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up  and the fish never show up,Ses01F_script02_2_F012
11085001139400 i thought you wanted to see it,Ses01F_script02_2_M012
11339001157800 you dont understand anything i am saying,Ses01F_script02_2_F013
11503001172346 no of course not,Ses01F_script02_2_M013
11698141240468 i did want to see it i still do i always do  i just,Ses01F_script02_2_F014
12409281345900 i feel like im always just standing here waiting  i feel like this night is going to be the night but it never is,Ses01F_script02_2_F015
13366001367425 its just fish its nothing to get traumatized over,Ses01F_script02_2_M014
13616001393300 for gods sake this is not about fish,Ses01F_script02_2_F016
13862001441450 okay  im trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here,Ses01F_script02_2_M015
14416501598000 okay  so you were fine during that phone call from marge and then dinner was okay  and doing the dishes was fine and then i was going to take a shower and youre watching the news and you said the grunions are running tonight do you want to go  and i said sure great lets go,Ses01F_script02_2_M016
15987751653700 okay  so i am putting out the pets getting the car out of the garage,Ses01F_script02_2_M017
16572001726700 do you remember the first year we came here  it was like four years after we got married,Ses01F_script02_2_F017
17392001876100 we thought i was pregnant we got a bottle of champagne we had no glasses  we took off our shoes and you asked me to dance,Ses01F_script02_2_F018
18788832041594 you whispered the sweetest most intimate things to me right into my ear so i could feel them as much as hear them  and i remember thinking this is it  you know finally i am as happy as im supposed to be,Ses01F_script02_2_F019
20359002069211 wait a minute i got it,Ses01F_script02_2_M018
20642002092600 drinking champagne from the bottle,Ses01F_script02_2_F020
21134002218950 its when we were driving past that knickerbocker liquor locker you said lets get some champagne  i said no times a wasting or something like that,Ses01F_script02_2_M019
20929002119500 dancing barefoot in the sand,Ses01F_script02_2_F021
22197242276800 thats what it is  right  you want this to be like the other time right,Ses01F_script02_2_M020
22721962335946 id rather not remember some things  id rather not hope for some things,Ses01F_script02_2_F022
23288002379673 sure  all right  okay,Ses01F_script02_2_M021
23801332433756 listen do you want to dance,Ses01F_script02_2_M022
24314552454699 no,Ses01F_script02_2_F023
24492002478800 do you want me to go get some champagne,Ses01F_script02_2_M023
24740892490832 no,Ses01F_script02_2_F024
24909002509200 do you want to take off your shoes,Ses01F_script02_2_M024
25014002539225 no no nothing,Ses01F_script02_2_F025
25189002534098 then what,Ses01F_script02_2_M025
25683002608204 do you want to get married again,Ses01F_script02_2_M026
26022142620632 no,Ses01F_script02_2_F026
26175002667811 what  what  do you want a divorce,Ses01F_script02_2_M027
26703432695888 a vacation,Ses01F_script02_2_M028
26955752715911 no,Ses01F_script02_2_F027
27090072796400 like a new carpet  a poodle  a back rub  ice cream  a suicide pact  what do you want  what the hell do you want,Ses01F_script02_2_M029
27874002829200 i just want something to turn out like i expected it to,Ses01F_script02_2_F028
28208002943000 well welcome to the human race huh  do you think i had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish  no,Ses01F_script02_2_M030
29194252933800 breathing,Ses01F_script02_2_F029
29433003090300 no im just like you  i thought it was going to be all roses and peaches and the bills would just pay themselves  and well have three fat rosy cheeked children  huh baby the jokes on us  because you know what you get,Ses01F_script02_2_M031
30908503117279 do you know what you get  you get this,Ses01F_script02_2_M032
31145183171300 this what is this  this is nothing  this isnt even anything,Ses01F_script02_2_F030
31685003198750 yes it is,Ses01F_script02_2_M033
31944613249325 sure  this is standing on the beach waiting  this is fighting,Ses01F_script02_2_F031
32441003263400 right,Ses01F_script02_2_M034
32797603345600 i mean this is a lot of things but its just,Ses01F_script02_2_F032
33161003351425 breathing,Ses01F_script02_2_M035
33475003378491 do you understand what i am saying,Ses01F_script02_2_F033
33731983398275 im doing the best i can,Ses01F_script02_2_M036
33934003438100 i know you are augie i know,Ses01F_script02_2_F034
35266003662026 i know you meant this to be special i know that you wanted it to be right but i just cant help thinking that i cant help wishing that i was somewhere else,Ses01F_script02_2_F035
36620263690947 maybe if you were with someone else too,Ses01F_script02_2_M037
36863003708000 i didnt say that,Ses01F_script02_2_F036
37351003771344 i just i know i dont make you happy,Ses01F_script02_2_M038
37665113840300 dont be ridiculous  anything that anything i am doing id rather be doing it with you,Ses01F_script02_2_F037
38401573856925 yeah,Ses01F_script02_2_M039
38530003887500 yeah  dont you know that,Ses01F_script02_2_F038
38974623934700 for heavens sake augie,Ses01F_script02_2_F039
39497044049600 youre the one who probably wishes he was with somebody else  somebody who doesnt take things so seriously who could enjoy herself,Ses01F_script02_2_F040
40601004127900 you know actually now that you mention it no i dont,Ses01F_script02_2_M040
41375004193655 so maybe we are in the wrong spot but we are with the right person,Ses01F_script02_2_F041
41938004237152 i dont know it seemed like such a good spot to me,Ses01F_script02_2_M041
42544134297000 we have a great view of the moon from here though huh,Ses01F_script02_2_M042
42883004350600 hmm  i noticed that its pretty big old white moon,Ses01F_script02_2_F042
43462554360279 breathing,Ses01F_script02_2_M043
43630404394800 and look what i got here,Ses01F_script02_2_M044
43898004428150 augie you bought refreshments,Ses01F_script02_2_F043
44236004445600 its not champagne,Ses01F_script02_2_M045
44423494463700 i guess we dont need glasses,Ses01F_script02_2_F044
44599004478802 breathing,Ses01F_script02_2_M046
44939914536338 do you want to go home  are you cold,Ses01F_script02_2_M047
45556694601600 im beginning to think this might be the right spot after all,Ses01F_script02_2_F045
46365254661765 augie im sorry,Ses01F_script02_2_F046
46547004724700 shh  if were very quiet the fish might come,Ses01F_script02_2_M048
47361014765559 or not,Ses01F_script02_2_F047
47667104791565 or not,Ses01F_script02_2_M049
00428880061800 good god,Ses01F_script03_1_M000
00553000077000 is it them,Ses01F_script03_1_F000
00729000091800 i wonder,Ses01F_script03_1_M001
00874000152000 freda is the only one who knows we are here  she wouldnt ring up,Ses01F_script03_1_F001
01464000174300 it must be them then,Ses01F_script03_1_M002
01720000227100 it had to happen sooner or later  what are we going to do,Ses01F_script03_1_F002
01984750212900 breathing,Ses01F_script03_1_M003
02216000249500 we are okay arent we darling,Ses01F_script03_1_M004
02447000274400 now and always sweet,Ses01F_script03_1_F003
02686000295200 i dont care then,Ses01F_script03_1_M005
02896000329400 it had to happen sooner or later,Ses01F_script03_1_F004
03392000393100 hello  hello  im sorry whats that,Ses01F_script03_1_M006
03950000457750 no  wrong number laughter,Ses01F_script03_1_M007
04117000476400 laughter that sent shivers up my spine,Ses01F_script03_1_F005
04672000519842 what shall we do if they suddenly walk in on uslaughter,Ses01F_script03_1_M008
05128350538175 well behave exquisitely,Ses01F_script03_1_F006
05328000553300 with perfect poise,Ses01F_script03_1_M009
05461000568000 i think i shall do a curtsy,Ses01F_script03_1_F007
05637000644300 its strange things that ought to matter dreadfully they just dont matter at all when ones happy  do they,Ses01F_script03_1_M010
06341000674075 hmm  the pity is that one cant stay happy,Ses01F_script03_1_F008
06684000692900 darling dont say that,Ses01F_script03_1_M011
06870000718100 its true  i think the whole things a cruel joke,Ses01F_script03_1_F009
07100000754300 what  this beautiful and sacred thing  love,Ses01F_script03_1_M012
07465000771800 yes  meaning just that,Ses01F_script03_1_F010
07632000865180 well what does it all mean  thats what i ask myself in my quest for ultimate truth  dear god what does it all mean,Ses01F_script03_1_M013
08447000882600 dont laugh at me  im being serious,Ses01F_script03_1_F011
08776000925700 oh darling you mustnt be serious  its just what they want,Ses01F_script03_1_M014
09214000936600 whos they,Ses01F_script03_1_F012
09323001001600 all of those futile moralists who make life unbearable  you have to laugh at them be flippant,Ses01F_script03_1_M015
10019501065500 you know flippancy brings out the acid in their darned light and sweetness,Ses01F_script03_1_M016
10594001093900 you know if i laugh at everything then i must laugh at us too,Ses01F_script03_1_F013
10887001130200 oh of course  we are figures of fun  all right,Ses01F_script03_1_M017
11240001183800 how long with it last this ludicrous overbearing love of ours,Ses01F_script03_1_F014
11808231205300 who knows,Ses01F_script03_1_M018
12008001224300 shall we always want to bicker and fight,Ses01F_script03_1_F015
12195001271500 oh no  that fire will fade along with our passion,Ses01F_script03_1_M019
12610001289675 oh dear should we like that,Ses01F_script03_1_F016
12838001317700 well it depends on how well weve played,Ses01F_script03_1_M020
13188001368000 what happens if one of us dies  does the other one still laugh,Ses01F_script03_1_F017
13650001404925 yes  yes with all of his might,Ses01F_script03_1_M021
13994001426900 well thats serious enough isnt it,Ses01F_script03_1_F018
14224001509200 no no no no no  death is a very laughable thing  its a cunning little mystery its all done with mirrors,Ses01F_script03_1_M022
14995001530800 i think you are talking nonsense,Ses01F_script03_1_F019
15213001550425 oh  so is everyone in the long run,Ses01F_script03_1_M023
15511501677000 lets be superficial and just pity those poor philosophers huh  lets blow trumpets and squeakers and enjoy the party for as long as we can you know like small idiotic school children,Ses01F_script03_1_M024
16515251697325 laughter,Ses01F_script03_1_F020
16869001762700 oh come and kiss me darling before your body rots and worms pop out of your eye sockets,Ses01F_script03_1_M025
17488251788500 oh elliott worms dont pop,Ses01F_script03_1_F021
17897001956000 oh see i dont care what you do see  you can paint yourself green and run naked through the place vendome and run off with all of the men of the world  i shant say a word just as long as you love me best,Ses01F_script03_1_M026
19485002040100 aw  thank you darling  the same applies to you too except that if you so much as look at another woman ill kill you,Ses01F_script03_1_F022
20459002107575 do you remember that awful scene we had in venice,Ses01F_script03_1_M027
20889252114200 which particular one,Ses01F_script03_1_F023
21103002158300 the one where you put that tiny painted wooden snake in my bed,Ses01F_script03_1_M028
21528002203500 oh charles that was his name  he did wiggle so beautifully,Ses01F_script03_1_F024
21663252185225 garbage,Ses01F_script03_1_M029
21922002218200 it was a terrible thing  i hated it,Ses01F_script03_1_M030
22112002268700 i know you did  you threw him out the window into the grand canal  ill never forgive you for that,Ses01F_script03_1_F025
22632002288900 how long did that row last,Ses01F_script03_1_M031
22837002310700 it went on intermittently for days,Ses01F_script03_1_F026
23037002319050 uh huh,Ses01F_script03_1_M032
23216752384900 but the worst one was in cannes when your curling irons burnt a hole in my new dressing gown,Ses01F_script03_1_M033
23740002422600 oh and it burnt my comb too and all of those towels in the bathroom,Ses01F_script03_1_F027
24160002458700 that was a rouser wasnt it,Ses01F_script03_1_M034
24408752480700 laughter that was the first time you hit me,Ses01F_script03_1_F028
24774002507000 i did not hit you very hard,Ses01F_script03_1_M035
25022002624300 the manager came in he found us rolling about the floor biting and scratching like panthers laughter  how utterly utterly ridiculous,Ses01F_script03_1_F029
25685002620325 laughter ill never forget his face laughter,Ses01F_script03_1_M036
26239752674500 laughter we were very much younger then,Ses01F_script03_1_M037
26246002696400 laughter and very much sillier,Ses01F_script03_1_F030
27164002762000 however i believe the real cause of that row was peter burden,Ses01F_script03_1_M038
27591002799900 oh  you knew there was nothing in that,Ses01F_script03_1_F031
00317850062400 we were very much younger then,Ses01F_script03_2_M000
00481000100600 and very much sillier,Ses01F_script03_2_F000
00956000160125 however i believe the real cause of that row was peter burden,Ses01F_script03_2_M001
01548000195500 oh  you knew there was nothing in that,Ses01F_script03_2_F001
01866000230400 i knew nothing of the sort  you took presents from him,Ses01F_script03_2_M002
02231000261300 presents  it was only a trivial little brooch,Ses01F_script03_2_F002
02571000298700 it was bristling with diamonds  in the worst possible taste too,Ses01F_script03_2_M003
02922000345800 it was not  i still have it and i wear it often  it is very pretty,Ses01F_script03_2_F003
03421000384400 you went out of your way to torture me over peter burden,Ses01F_script03_2_M004
03750000431500 i did not  you worked that whole thing up in your jealous imagination,Ses01F_script03_2_F004
04225000471200 well you let him kiss you huh  you said you did,Ses01F_script03_2_M005
04675000487825 well what of it,Ses01F_script03_2_F005
04816000499500 what of it,Ses01F_script03_2_M006
04941000534700 it gave him a lot of pleasure and it didnt hurt me,Ses01F_script03_2_F006
05267000552693 what about me,Ses01F_script03_2_M007
05474890614654 if you hadnt been so suspicious and nosey you never would have known a thing about it,Ses01F_script03_2_F007
06082620648857 thats a nice point of view i must say,Ses01F_script03_2_M008
06433250675625 oh dear  im bored with this conversation,Ses01F_script03_2_F008
06706000740100 so am i  im bored stiff garbage  do you want some brandy,Ses01F_script03_2_M009
07369000761625 no  thank you,Ses01F_script03_2_F009
07596000786500 ill have a little i think,Ses01F_script03_2_M010
07821970818200 i dont know why youd want any youve already had three glasses,Ses01F_script03_2_F010
08138000849165 no particular reason  anyhow they are very small ones,Ses01F_script03_2_M011
08446000889700 i just think its silly to go on and on and on about such a thing,Ses01F_script03_2_F011
08808000942300 you can hardly call three glasses of liquor a whole evening long going on and on and on,Ses01F_script03_2_M012
09385000969300 its become a habit with you,Ses01F_script03_2_F012
09599001009500 oh  dont be so grand  just because you dont happen to want one at the moment,Ses01F_script03_2_M013
10023151023100 dont be stupid,Ses01F_script03_2_F013
10190001041500 really amanda,Ses01F_script03_2_M014
10327001054500 what,Ses01F_script03_2_F014
10525961082337 nothing,Ses01F_script03_2_M015
11198001153300 you going out somewhere dear,Ses01F_script03_2_M016
11485121196000 no  i am just making myself fascinating for you,Ses01F_script03_2_F015
11970001228900 that reply has broken my heart,Ses01F_script03_2_M017
12195001265400 oh  its a womans duty to allure the man,Ses01F_script03_2_F016
12615291291350 well as a matter of fact yes thats perfectly true,Ses01F_script03_2_M018
12871001304800 no it isnt,Ses01F_script03_2_F017
13005001314200 yes it is,Ses01F_script03_2_M019
13095001327900 you shut up,Ses01F_script03_2_F018
13231001374000 oh really  its a pity you didnt have any brandy it would have made you a little less disagreeable,Ses01F_script03_2_M020
13713001411970 its funny it hasnt worked such wonders for you,Ses01F_script03_2_F019
14083791440300 snap snap snap  you know you are like a little adder,Ses01F_script03_2_M021
14364001463800 adders dont snap they sting,Ses01F_script03_2_F020
14567001529500 nonsense  they have a bag of venom behind their fangs and they snap they snap,Ses01F_script03_2_M022
14998001584966 they sting i dont care  do you understand  i dont care if they bark and they roll about like hoops,Ses01F_script03_2_F021
15782001615400 did you see much of peter burden after our divorce,Ses01F_script03_2_M023
16075001633800 yes i did quite a lot,Ses01F_script03_2_F022
16277001755200 and i suppose you let him kiss you a good deal more than too yes  i suppose you guys had a riotous time huh  all out no restraint at all  well you never really had much anyhow,Ses01F_script03_2_M024
16569001679300 mind your own business,Ses01F_script03_2_F023
17511001794600 youre quite insufferable i expect its because you are drunk,Ses01F_script03_2_F024
17877001832600 i think i am not in the least bit drunk,Ses01F_script03_2_M025
18203001849100 youve always had a weak head,Ses01F_script03_2_F025
18435001934894 i think i mentioned once before that ive had three minute liquor glasses the whole evening long  a child of two cannot get drunk on that,Ses01F_script03_2_M026
19303001988800 on the contrary a child of two can get violently drunk on only one glass of brandy,Ses01F_script03_2_F026
19791002127500 thats very interesting amanda how about a child of four  or a child of six  or a child of nine we can get a good little conversation going on about this you know intemperate tots,Ses01F_script03_2_M027
20133002033069 oh shut up,Ses01F_script03_2_F027
20533002078000 shut up,Ses01F_script03_2_F028
21240252154525 not very funny darling  why dont you have some more brandy,Ses01F_script03_2_F029
21512002211500 laughter thats a very good idea  i think i will,Ses01F_script03_2_M028
22452242296000 look you better turn that off i dont want to wake up the people upstairs,Ses01F_script03_2_M029
22702252284100 why,Ses01F_script03_2_F030
22942752330800 there are no people upstairs its a photographers studio,Ses01F_script03_2_F031
23340502357308 well then youll wake up the people downstairs,Ses01F_script03_2_M030
23524002378068 they are away in tunis,Ses01F_script03_2_F032
23724002414997 this is no time of year for tunis,Ses01F_script03_2_M031
24125192441269 turn it on again please,Ses01F_script03_2_F033
24385422468036 i will do no such thing,Ses01F_script03_2_M032
24655572516118 fine if you insist on being boorish and idiotic,Ses01F_script03_2_F034
25133912570100 will you turn that off its driving me mad,Ses01F_script03_2_M033
25648002604175 you are far too temperamental try to control yourself,Ses01F_script03_2_F035
26046252636400 turn it off,Ses01F_script03_2_M034
26289002717200 i wont  let go let go of me listen listen  im sick and tired of listening to you you sadistic bully,Ses01F_script03_2_F036
26484752671900 amanda listen listen,Ses01F_script03_2_M035
26934252736100 oh  thats very amusing indeed,Ses01F_script03_2_M036
27273002830800 oh shut up  let go  i hate you i hate you  do you hear  you are a conceited and overbearing and utterly impossible,Ses01F_script03_2_F037
27758752865600 you are a vile illtempered loose living wicked little beast and i never want to see you again as long as i live,Ses01F_script03_2_M037
28729502927200 this is the end  do you hear me  finally and forever,Ses01F_script03_2_F038
29323252953000 youre not going like this,Ses01F_script03_2_M038
