text,label
08912000939100 im a big fan of the wheel of fortune quarters but it just costs so much  i dont know,happy
09123500926150 oh,sad
09275000982100 yeah  we played wheel of fortune pennies  its like a giant thing with like,happy
09703001016500 but the pennies always get you because you end up spending like you know fifty bucks,happy
09977751020300 fifty bucks mmhmm,neutral
10167001043500 like wait but its just pennies  youre like wait a minute im on to you,happy
10262001034625 yeah,happy
10378001081825 well so now were married we have cat children,neutral
10529001069500 awesome,neutral
10771001114000 laughter cat babies,neutral
11023001141600 we renamed brenda lumber janet,neutral
11736001195800 thats fair enough,happy
11419001202000 she needs a new name each state that we go into laughter,neutral
00274180066575 have you tried uh craigs list,neutral
00724550116400 uh what  craigs list  oh the internet thing,neutral
01046000121300 yeah,happy
01174480161500 i dont know  isnt that thats all like escort services and things like that,happy
01564000189000 no  theres regular jobs on there,neutral
01860000308976 i dont know  i mean ive been looking for so long that i just figured that  i mean i think things like monster are a lot more reliable than just some random free board,happy
02691000287100 uh huh,neutral
03088000355225 im just saying i have a friend that got a good job on it so i was just recommending it,happy
03500900378000 what kind of a job,neutral
03719000405300 hes like a manager for a theatre,happy
04023000419500 really,neutral
04054000435760 hes like a house manager yeah  its a good job,happy
04335000457596 he just,neutral
04627350498300 you know what  i heard about that job  i applied for that,happy
04939000505800 you did,neutral
05011000543100 yeah  i saw a posting at the theatre,happy
05521000563300 yeah,happy
hmm,neutral
05437000556700 he got it,neutral
05635000590245 youve been looking for a job for a long time that was a long time ago  right,happy
05871000600937 yeah,happy
05980000615500 hmm,neutral
06067710665275 what did he do  what was so great  i dont understand why they would pick him over me,happy
06597000697700 i dont know  he had a really good resume i guess and,happy
06943000709400 a resume,neutral
07038000727264 yeah  do you have a resume,happy
07213000747300 no,neutral
07374730771500 its kind of helpful when getting a job,neutral
07649000807269 i just i mean i call people up and i tell them what im good at,happy
08014350878100 well maybe we should sit down some time and you can just tell me all the stuff that you have done and ill write it out,happy
08549000869800 yeah,happy
08722030933300 i dont like i dont like sending things in the mail  i dont want my information out there,happy
09237000992700 no  you can or you can just bring it in person  but they need generally something to see you know what kind of what that youve done what kind of,happy
09741001010475 im there in front of them  im telling them what im good at,happy
10048501034700 yeah  but the piece of paper helps too,neutral
10278001054150 why  its a piece of paper,neutral
10497001077800 no  but it has an outline you know,happy
10617001118600 i just dont want this paper trail you know  i just dont want things following me around like,happy
11166001177250 i know  okay  well um maybe,happy
11492001223100 its just you know ive had this problem before  youre not the first person to tell me that i need a resume but,happy
11846001197700 yeah,happy
12150001234200 okay yeah  i would imagine,happy
12240001299300 i justi just think its kind of prejudiced and they are really discriminating against people who just arent that way,happy
12943001391600 well sometimes you have to do things that you dont necessarily like to do to have a job but the job affords you money you wont have to be taking the bus right now,happy
13374001374400 thats baloney thats baloney,happy
13813001398900 please,neutral
13952191418225 maybe get a car,happy
14491251495100 i just you know think you should try a little harder maybe,happy
14855001528500 you think that youre better than me because i dont have a car,neutral
15184001540300 i didnt say that,neutral
15318001552925 you know youre riding the bus too,happy
15460001578000 i am riding the bus but by choice,neutral
15716251597000 why  what choice,neutral
15895001613500 to save the environment carpool,neutral
16107871637800 youre saving the environment mmhmm,happy
16212001647825 yes  one less car at a time,happy
16439251675650 interesting  thats fantastic,happy
16547001667100 mmhmm,neutral
16705001714300 you know you dont have to take out your frustration on me you know just because,neutral
17083001728400 im not frustrated,happy
17175001752600 you cant get a job and refuse to have a resume,neutral
17527001784300 who do you think you are,neutral
17800331808650 i dont think im anyone,neutral
18030251834875 you are so high and mighty  i just,neutral
18282001855400 i ii didnt okay,happy
18447001888700 oh  im saving the environment im riding this car because i i want to,neutral
18612001874625 what  no,neutral
18801001907100 what oh  so now youre,neutral
18912001920200 the bus im riding the bus because i want to,happy
19128001951300 you know what  you dont have to take your anger and your hurt out on me,neutral
19358751994325 i can not you are not here by choice  nobody would ride this bus by choice,neutral
20021502020825 why not,neutral
00424000052300 hi,neutral
00361000051900 hi  thanks for waiting,neutral
00526000071600 yeah this is the fourth line that i have been in,happy
00521000064400 can i help you,sad
00660000077100 uh huh,neutral
00735000088500 i need my bag,neutral
00832000098000 okay,happy
00920000130200 i flew in over three hours ago ive been in four different lines,neutral
01226000137800 okay,happy
01304000227400 i waited the entire baggage i waited for the whole baggage carousel four times  they told me to go to the next one  i waited through that for three planes and now im here,happy
02184000259000 okay  great  im really sorry that you had to do that  whats your last name  lets start there,happy
02535000267600 nash,neutral
02599000277272 okay,happy
02824000299100 no g,neutral
02829000341425 all right okay  and you lost your bag is that that the issue,happy
03219000335000 yes,neutral
03378000359000 flight seven fourteen,neutral
03470000365200 uhhuh,neutral
03671000440300 am i going to be getting like free tickets free mileage when can i expect my bag here,happy
03691000427600 yeah yeah i dont see i dont see any,neutral
04386000499700 i dont see any record of it and iusually when i dont see a record of it that means um,neutral
04997000702600 weve mistakenly lost your baggage  were very sorry  on behalf of jet blue i would like to apologize for any inconvenience  i am allowed to issue you a fifty dollar gift card which you can use any future flights you want to take with us  im very sorry once again,happy
06955000737600 oh are you kidding me,sad
07038000731400 for such an inconvenience and your bag but,neutral
07387000755375 is this a joke,neutral
07355000749900 yeah,happy
07503000764800 no no,neutral
07561000807300 are there candid cameras  is this that movie theres that show right  airplane airline,happy
08022000832425 no no  this is real,neutral
08275000860600 so youll give me money and then ill get my bag,happy
08572000939575 no  im just giving you money the bag is gone  if its not here im really sorry there is nothing i can do because,happy
09400501004000 this is the only track record that we have and if its not listed here then its probably not anywhere,neutral
09952001029000 youre kidding me this is a joke,happy
10055001036800 once again im really im really sorry,happy
10300501185000 do you have any idea fifty dollars  thats supposed to replace everything that i have  do you understand how much i have packed in there not only does it have sentimental value it cant be replaced like that  it was incredibly expensive,happy
11128001128100 yes,neutral
11804001193700 i know,happy
11853001224400 we flew in from paris  ive been shopping for three weeks,neutral
12119001292300 im very sorry  but if you see the sign thats right behind me here it spells it out really clearly that we are not held liable,happy
12748501368500 i dont care what youre freaking sign says  somebody somebody needs to replace everything ive got there and give me money for my inconvenience,happy
13102001332500 okay calm,happy
13619001435000 actually we are not necessarily liable to give you to even give you this fifty dollars so its actually its actually really,neutral
13771501401100 do you understand who my husband is,neutral
14022501456000 if youre if youre if youre looking for a lawsuit baby youve found it,happy
14485001511600 we are actually not even allowed  you know like we dont have to give you this fifty dollars  we dont have to do that,happy
14936501538000 ohoh  its a gift  youreyoure helping me out here,sad
15133501527100 its a gift,neutral
15283251585800 you know the airlines can not be held responsible for every bag of luggage that comes through here,happy
15560001603600 you are cruising for a bruising  you are in so much trouble,neutral
15966001613700 with the amount of,neutral
16041001637975 whos in charge  who is the president of jet blue,neutral
16325001669900 um actually i dont know i dont know oh really,sad
16388001658000 because i probably know him,happy
16633001677100 yeah,happy
16715001736300 well then maybe you can just call him and he can give you more money  but right now all i can do,happy
17109001742000 i dont want money i want my clothes,sad
17373251782625 right now all i can do is just give you this fifty dollars im really sorry,happy
17760251790900 whats your name,neutral
17859001808700 oh  my name is sean hi,sad
17922001838450 sean  great do you have a badge number or something,happy
18314001893875 badge number  uh no  you can just take my employee number i guess,neutral
18878001908975 okay  ill do that,happy
19023001969000 why  have i done something wrong  have i given you bad service  i feel like i have done the best i could,happy
19538001993300 i dont think you have done everything you could do because i dont have my bag here yet,neutral
19866002051700 if you want you can write a letter  i can give you the address yes  an angry,neutral
20286002061700 a letter ill make a personal phone call,neutral
20563002119400 or you can make a phone call  but i think a letter might be a little more in my impression letters have more,happy
01146000147400 im sorry joy,happy
01479390181700 its okay,happy
01849000249100 is there anything i can get you  do you want me to take care of anything for you or,happy
02402000256900 no no no,neutral
02512000265600 pick up anything,happy
02607000276500 no,neutral
02897000350200 you know you are welcome to stay at my house if you want to just check out for a couple days and hang out,happy
03445000357800 thats sweet,happy
03607000380400 thank you,neutral
03960250462900 i went to see her headstone a week or two ago,neutral
04734000593800 i used to go to cemeteries a lot before she died  i just you know i felt like they were urban oasis you know there is always this green in the city,happy
05617000574900 hmm,neutral
05945250674525 so i was like wandering around before  it takes forever to find her headstone i always lose it you know,happy
07022000801300 so i was looking at this other one and there was like a piece of candy there and i thought that i would take the candy and put it on her headstone  and,happy
,neutral
08016000877400 this woman came up and you know it was hers it was her person that was there,happy
08696000886300 oh  she was there,sad
08783000936700 yeah  and she was like thats pathetic i hope you enjoy it,happy
10183001169100 and i you know i mean i said i was sorry and i brought it back to her kind of and i like put it on the ground and she was like no its fine  she was like i would rather have her back honestly,happy
10778001092700 mmhmm,neutral
11707001260400 i dont know  it just like i felt so bad because i shouldnt have done it  i dont know  whatever,neutral
12547001271900 yeah,happy
13295751344900 i dont know,neutral
13440001364900 how long were you there for,neutral
13596001379500 at the cemetery,neutral
13709001384400 mmhmm,neutral
13806851410500 couple hours,neutral
14184001494375 i brought i brought chuck with me he went to redlands yeah for the day  we ran through the sprinklers,happy
14409001456800 oh really,sad
15507001583800 you ran through the sprinklers in the cemetery,neutral
15808001633500 it was hotlipsmack,neutral
16561001681000 is it a big cemetery,neutral
16764001748400 yeah  its huge  redlands is an old city so they have lots and lots of stones,happy
17439001771500 oh so theyre like really old too really old ones,happy
17635001780100 yeah,happy
18256001977300 its weird  whenever i go back to town i think of her  i mean its like  i mean we grew up together and she died when we were twenty one  and yeah  she had cancer she had two brain tumors,happy
19775502143400 my best friend heather  shes got a we have a we built this like little  theres a park prospect park  and there is like a garden section of it that we set up for her,happy
21750002224100 she used to have these poetry parties on memorial day,neutral
21973002210300 mmhmm,neutral
22352002275500 umm yeah,happy
22908002359800 and the last time before she died i remember she couldnt really stand umm,happy
23753002564800 but i mean she could but it was so it was kind of sitting at her feet holding her up and she had these poems she had memorized  and i remember looking up she had curly red hair and there was this palm tree right behind her and it was like a crown growing right out of her head  it was cool,happy
25535002573100 mmhmm,neutral
26655002753100 some i guess  she memorized this one john dunn its called death be not proud and,sad
,neutral
26299002661750 so she wrote a lot of poetry,neutral
27538002816000 theres another one i cant remember,sad
28201003111400 i remember too when we were  she died at ucla  she had brain surgery and there was not much hope to begin with but i gave blood for her surgery her mom and i before so we dropped her off in the waiting room and then we were giving blood and came back  and she in her wheelchair like can hardly do anything reciting her poetry for these people like in the waiting room  all she needs is a god damn audience  you know,happy
30824003100100 mmhmmmmhmmmmhmm,neutral
00297000047800 did you get the letter,happy
00395000105900 yes  theres a big envelope it says youre in i know,happy
00753250119600 yeah that is so awesome,happy
did you,neutral
01392000190900 oh my god what are you going to do laughter,neutral
01136000165575 so i have to move back to the ghetto buti know,happy
02068000280600 ohyeah i bet youre really excited oh  thats what loans are for  right exactly,happy
01961000316500 im really excited  yeah i dont know how im going to pay for anything but i also yeah  loans too yeah i applied though for a bunch of grants and scholarships so im still waiting to hear on that,happy
03091500388100 oh  good good  thats awesome are you going to stay around here  or are you going to like get a different neighborhood you going to move to a different neighborhood,happy
03252000349000 oh i know i know i know i know,neutral
03716250424900 i dont know  i spend so much time commuting as it is id rather,happy
04117000469975 this is so i am so happy that youre going to stay  youre not going towe should totally throw a party,happy
04295500458850 i know we should throw a party,happy
04628000554100 at arapaho we could afford that garbage yeah  so what are you doing this summer though  youre staying around too yeah,happy
04711000528125 a rapper party ho yeah okay,happy
05416000632800 i am just yeah  im sticking around im just doing my thing  im living here  im so glad youre going to stay im so glad youre going to be here yeah woo,happy
,neutral
06302000727500 its a relief too i mean i was thinking i was going to have to pack up all of my stuff but yeah hooray for usc,happy
06462750672400 yeah  big time,happy
06772500740325 mmhmm mmhmm yay so what major  what are you doing,neutral
07350500807800 umm itsits uhhits critical studies its a really prestigious program so they say,happy
07662000781700 oh okay,neutral
07884000813600 ooh fancy,sad
08102750833050 yeah  im not sure,happy
08265750871025 is this a masters or a phd  or can you nice,neutral
08451000883100 ummphd laughter,neutral
08758750906500 thats good  dont you have to like teach a class too when you do that,happy
08956000948150 um yeah yeah  im a ta for two sessions mmhmm,happy
09429000993700 teacher mrs nash i have a question,neutral
09486001007400 so i get to mold young minds mrs  thats my mother,happy
09998751105400 you have to get married  well you are married to chuck  youre mrs nash  not to be confused with mrs dash which is the popular seasoning,happy
,neutral
10326001104600 i would be like oh right right right,happy
11054001162800 mrs nash  thats so awesome though,happy
11568001264100 yeah yeah im excited hooray  and then ill be a millionaire once i graduate you understand because thats the way it works,happy
11628001198507 yayschools fun,neutral
12325751280400 of course right  thats where the real money is being a student,happy
12743001303175 yeah  totally laughter,happy
12854001416850 thats how you get the big bucks  are you messing with the chair dont ruin it,happy
13331251423625 i know i made such a mess of it the entire time  the last three things ive done ive ruined everything i think mmhmm  yeah,happy
00621000093200 whats he going to say,happy
00935000128955 maybe we should tell him before he sees it,happy
01198920151219 he saw it,neutral
01430630195526 how could he see it  i was the first one up he was still in bed,neutral
01904560223962 he was out here when it broke,neutral
02232000246667 when,neutral
02480000359971 four o clock this morning  i heard a crack and i woke up and looked out  he was standing right over there when it cracked,happy
03537990390900 what was he doing out here at four o clock in the morning,neutral
03866000405300 i dont know,neutral
04002000449688 hes dreaming of him again walking around,happy
04455000472300 i guess he is,neutral
04695000523200 its getting to be just like after he died  whats the meaning of that,happy
05143000595500 i dont know the meaning of it  but i know one thing mom youve made a terrible mistake with father,happy
05895000608800 what,neutral
06216280682500 being dishonest with him you know  this kind of thing always pays off and its paying off,happy
06760000706700 what do you mean dishonest,happy
07007640788718 you know larry is not coming back and i know it  why do we allow him to go on thinking that we believe with him,happy
07836480815611 what do you want to do  argue with him,happy
08140680894307 i dont want to argue but its time he realized that nobody believes larry is alive,neutral
08971721013800 you know  why shouldnt he walk the nights thinking of him dreaming of him   do we contradict him  do we say we dont have any hope anymore  that we havent had any hope for years now,happy
10014001023482 you cant say that to him,neutral
10210001047200 weve got to say it to him,happy
10429001087408 wheres the proof  do you have any proof,neutral
10818971184700 for gods sake three years  nobody comes back after three years thats insane,happy
11782281295100 to you it is to me it is but to your father you can talk yourself until you are blue in the face  but there is no grave and there is no body so where are you,neutral
13076001345900 sit down mom  i want to talk to you,neutral
13401001419500 its that the trouble is those god damn newspapers  every month some new boy comes back and so the next one is going to be larry they just,happy
14105001497500 all right all right all right  you know why i asked annie here right,happy
15027001526736 why,neutral
15388601558699 you know,happy
15617861606700 well i got an idea but whats your story,neutral
16199801653487 im going to ask her to marry me,happy
16565731695590 well thats only your business chris,happy
16975741721800 you know its not just my business,happy
17163001754900 well what do you want me to do  youre old enough to know your own mind,happy
17478331777200 so all right then ill just go ahead with it,happy
17696001797500 well you want to make sure that your father is not going to ,happy
17928001819475 then its not just my business,neutral
18398001860500 im just saying,happy
18503001952800 you know sometimes you infuriate me  you know that  isnt it your business if i tell father and he throws a fit about it  god you have such a talent for ignoring things,happy
19406001989100 oh  i ignore what i got to ignore  that girl is larrys girl,sad
19760001997475 shes not larrys girl,neutral
line,neutral
from mothers point of view hes not dead,neutral
20516002151700 from your fathers point of view he is not dead and chris he still thinks hes still alive  the girl is larrys girl,neutral
fromline,neutral
now you can go on from here,neutral
21904002238200 now you can go on from there if you know where to go but im telling you i dont know where to go,happy
22470002360500 i dont know why it is but every time i reach out for something i have to pull back because i am afraid other people will suffer my whole bloody life time after time,happy
youre ,happy
23520002385600 youre a considerate fellow theres nothing wrong in that,happy
23780002404290 to hell with that,neutral
24137692451904 i just dont see why  have you asked annie yet,sad
24527862475700 i wanted to get this settled first,happy
24680002514508 well how do you know shes going to marry you  maybe she feels the same way your father does,happy
25129652610500 well if she does then thats it  thats the end of it  from her letters though i think shes pretty much forgotten him,happy
26265002672119 and then well thrash it out with father  okay mom  dont avoid me,neutral
26683002707300 the trouble is you dont see enough women  you never did,sad
26973002746626 so what  im not fast with women,happy
27419972772100 why does it have to be annie,neutral
27624002783659 because it is,neutral
27815002825900 oh thats a great reason  its no reason at all,neutral
28157002838900 i dont know,neutral
28273002869200 you havent seen her since you went away to war its been five years,neutral
28596002960300 i cant help it i know her best  i was brought up next door to her you know  these years when i think of someone for my wife i think of annie,sad
29700003000700 mom what do you want  a diagram,neutral
29931003021950 i dont want a diagram,sad
30423003089800 he thinks hes coming back chris,neutral
30904003127098 you marry that girl you are pronouncing him dead,happy
31274003182648 and then whats that going to do to your father  do you know  i dont,happy
31828683219800 all right then mom breathing,happy
32333483260750 just give it some more thought,neutral
32573003365389 ive given it three years of thought  and id hope that if i waited father would forget about larry and then we could just have a regular wedding and everyone would be happy,happy
33673733423143 but if i cant do that here i may have to go somewhere else,sad
34197003448052 what the hell is this,neutral
34449663501500 ill get out  ill get married and ill move somewhere else maybe new york,happy
34963003525866 are you crazy,neutral
35210163568800 ive been a good son for too long a good sucker,happy
35640003598700 you have a business here  what the hell is this,neutral
35903003628200 the business  the business doesnt inspire me,neutral
36181003646100 oh  must you be inspired,sad
36387003735675 yes  i like it for an hour a day  i dont care if i have to grub for money all day long when i come home i want it happy,happy
37359753831500 i want some kids i want a family i want somebody that i can give myself to and annie is in the center of that  now its just where to find it,neutral
38260003879700 you mean to tell me that you would leave the business over this,happy
38750003901100 on this i would,neutral
38954003929042 well you dont want to think like that,neutral
39231003956900 then help me stay here,sad
39491004046900 all right  but you dont want to think like that because what the hell are we working for chris  its all for you  this whole shooting match is for you,happy
40343004070400 i know that  then just help me stay here,neutral
40639004094600 just dont think like that,neutral
40896004128536 well i am thinking like that,happy
41278754162484 i dont understand you do i,sad
41592004204807 no  you dont  im a pretty tough guy,neutral
42035004232141 i can see that,neutral
00678000105900 why did he invite her here,neutral
01008400134800 why does that bother you,neutral
01271000172300 shes been in new york three and an half years why all of a sudden,neutral
01663000216600 well maybemaybe he just wanted to see her,neutral
02125000264100 nobody comes seven hundred miles just to see,neutral
02573000330800 what do you mean  you know he lived next door to the girl his whole life why wouldnt he want to see her,happy
03362000405200 breathing you dont look at me like that  he didnt tell me anything more than he told you,happy
03993000429600 hes not going to marry her,happy
04244000452400 how do you know hes even thinking about it,happy
04435000463000 its got that about it,neutral
04580000475900 oh  so what,sad
04710000508500 what is going on here joe,happy
05060000525500 now listen,neutral
05203000564200 she is not his girl  she knows shes not,happy
05587000582000 you cant read her mind,sad
05776000666500 then why is she still single  new york is full of men why is she still single  probably a hundred people told her shes foolish but she waited,neutral
06610000683100 how do you know why she waited,happy
06748000782600 because she knows what i know thats why  shes faithful as a rock  in my darkest moments i think of her waiting and i know that im right,happy
07838000826500 hey look its a nice day huh  why are we arguing,happy
08212000912800 nobody in this house dares take away her faith joe  you know strangers might but not his father not his brother,happy
09065000948900 what do you want me to do what do you want,neutral
09236001021700 i want you to i want you to act like he is coming back both of you  dont think i havent noticed you since chris invited her here,neutral
10226001057600 i wont stand for any nonsense,neutral
10661001081825 kate,neutral
10820001223400 because if hes not coming back ill kill myself  oh laugh laugh all you like but why does this happen the very night he comes back  she goes to sleep in his room and his memorial breaks in pieces  look at it joe look,neutral
10938001116500 breathing,happy
12129001232300 calm yourself,neutral
12241001326200 just believe with me joe only last week a man came back in detroit missing longer than larry  believe with me you above all have got to believe just believe,neutral
12416251263600 okay calm yourself,happy
12658001337600 i know all right all right all right okay  calm yourself what does that mean me above all,happy
13461001380400 look at you youre shaking,happy
13798001406900 i cant help it,sad
14092001475100 what have i got to hide  what the hell is the matter with you kate,neutral
00482850089243 youre the only one who still loves his parents,happy
00859000131700 i know  it kind of went out of style didnt it,happy
01234840170473 its not so bad its a good thing,happy
01715660261173 breathing you know its lovely here  the air is sweet,happy
02604450288493 youre not sorry you came,happy
02831000361344 im not sorry no but imi cant stay,neutral
03617090385386 why not,neutral
03832000416000 for one thing your mother much as told me to go,happy
04100000433200 well,neutral
04282000473300 and then you  youve been kind of,neutral
04721000495100 what,neutral
04910000539831 sort of embarrassed ever since i got here,neutral
